review_id,text,stars
vlkKZjrvg7NIVl4y3cKdvA,"I lowered my rating from 5 to 3 stars. The smallest filet is now 8 oz's instead of 6. Also, they ADD a 12% tip on the bill without telling you which is just wrong. The grass fed steaks are just not tender. For the money, it's just not worth going.

UPDATE:  after hearing from Berns, the 12% EXTRA is that customers must PAY the salary that Berns won't pay the employees and then you add a tip. So, if that's how it works you are expected to pay 30% I guess. Also, they will cut your filet to whatever oz you want, they just don't tell you. 
For those that don't mind all of this, great!!  I'm out. Redlands Grill is better in my opinion ‍.",1
w8-2tybHHBv7cfxMrIa_og,Love this place! They have really good rotating taps. I love the Korean Chicken and their burgers Tuesday is burger night. Get the Hawaiian if you like pineapple!,5
qmDj4la0IqBIpCHe8RgnEg,"My experience with Dr. Herrema has been nothing short of incredible. He did a hip replacement on my right hip in June 2018 and I was immediately walking without much pain. In fact, I was able to get off pain meds within 24 hours. I was pain free after 5 years of extreme discomfort. 

Rehab was fast. PT at home and a quick recovery. I was even driving in 13 days.

Well, I knew I needed my left hip done as well and same thing, super fast recovery and back to work in under 2 weeks.

Wow. All I can say is this man is gifted, very caring , and just brilliant. I have referred a friend who also got phenomenal results and is extremely happy.

I cannot say enough good things about Dr. Herrema and his staff. They took such good care of me.",5
URUWt17s7MDwjtNtJmlSGQ,Loved it. Green flat enchilada and fruit salad are the way to go.,4
e5vCLNv7AmfuPPHcacKirQ,"I was completely and utterly dissatisfied. Our waiter was amazing but the food was terrible. We waited for over an hour for our food. The majority of the steaks were under cooked. We asked if we could talk with the chef and he was incredibly disrespectful. I will never be back here, and highly recommend you don't go to this restaurant.",1
YICAC184f-Uk9OUk4D4k2w,"I grew up in Reno and both my sister and I had ""Lammies"" from Motor Sheep in our cribs when we were babies! When I had kids, guess what we bought for them and from where... Good service, knowledgable staff, and great products. I live in Vegas now, but when my mother-in-law wanted seat covers a couple years ago we took her car on one of our trips to Reno to visit family and had them installed by Motor Sheep. Highly recommended.",5
n8Vha_r8Ih-GS_Du56YuaA,"It's good food but it's odd. Huge plates of food but 50% of the plate is lettuce and jicama and tomatoes. Kinda weird.

The Mole was way too sweet.

The sample platter was pretty good. All good clean food. I don't think this place is quite as deserving as its reviews.

Not to mention the price. It's very pricey for what it is, which is fancy Mexican food.

Also Margarita was good but $15 and small!!",2
2rIkK-NcoV-Tb7pk4EeMUA,Incredibly small blackened chicken sandwich that was mediocre. Plug added for scale. Go elsewhere,1
01zH7MP6YqK-ASHpytZo8g,Be very careful when you shop this store in the near department. When they run a manager's special you digital coupon does not work on this. The price for ground beef today for fresh is 1.99 per pound. The price for the managers special is 2.25 a pound for meat grounded days before. If noticed a couple of times with their pricing. Be very careful what they ring up.,1
kylHWKFjeaATaXB6-gnmMw,"This place should not be patronized whatsoever! Waited about 10 minutes for a table while the staff didn't acknowledge us whatsoever just continued to wipe tables down and ignore us. Finally the two female workers bickered back and forth about where they would seat us with an attitude after they heard me say something about seating. If you don't want to do your job don't got to work. The one finally comes over doesn't say hi, just says ""3"" and sits in a corner outside. Never asked what our preference was. I don't like to bring race into the mix but we were non Caucasian and they were and it was very clear they didn't want to serve us. We left needless to say.",1
FhobP8KgfJOlZwk3ENkYyg,"I went for lunch with three friends, lowest price bowl of noodles or rice, was $10. The strips of pork that I got in my bowl of rice was about 75% fat and the pork that I pulled off, had very little flavor. 

The grunge music was so loud had to scream to talk at the very small table, with wood stump stools.  Since the table was so small, drink glasses were very small, or maybe just to up their profit.

The servers screamed something every time new customer walked in, because of loud music, could not understand what they screamed.

Parking lot was very small.  Had to park on the street. 

I guess you could say I wont be going back.  

Was very curious why the bartender wore black latex gloves.  I don't think it was to keep her germs off anything, since I saw her push her hair behind her ears 3 times while waiting to be seated.",1
edfzIGsUybt1H9WowRklXA,"They have tons of colors to
Choose from and are very affordable (for the most part) Its $28 for a full set of acrylics with regular polish. I picked out my nail color and asked the lady to paint them in regular polish because I simply can't afford the fancy gel polish. She obviously didn't care what I wanted and gave me gel polish anyways without telling me she was. Second, after asking me the shape I want and the length and doing it she then tells me that she's charging me for shape and length. When obviously it's to late to change my mind because she already shaped and cut. If she would have told me before it wouldn't have been a problem. So instead of paying $28 for acrylics WITH REGULAR POLISH. I payed $50 for gel acrylics. If you want to get your nails done here they charge $5 for shape and $5 for length, thought you should know before they surprise you. My nails are cute but not $50 worth cute.",4
nG10rF1zRM-OHoGPHobOxw,"I called for a Togo order and just wanted one crab Rangoon that is $5 worth and then asked how many pieces that comes with it and the girl straight up said No. I'm like oh okay, there is so no good customer service in here~ the cream cheese inside was very sweet cheesy and has an off color~ definitely not made fresh everyday. Their sweet and sour sauce looks very face and artificially made, made my stomach hurt so I stopped eating~",2
YDJUuxlUJvE_4K_hPgoGgg,Looking for a good drink? Stop by and see Eddie the bartender - his drinks are kickass!!,5
TfQn1zKQtDlLBXZdAUn7bA,"Chris and his team always give you a good job at a fair price
The work is done rite the first time
I would recommend him to anyone",5
b9IeUffuMtuiDpOm9nDkmg,"I visited the market this week. The place is huge with a variety of items. ATM was down and transactions were cash only. The produce looked wilted. The meat in the freezer had freezer burn. 

The HEALTH INSPECTOR must pay them a visit ASAP!!!!! They bake all the Arab bread and sweets but no one wears gloves and they work on an open surface which does not look sanitized! My bubble was burst when I walked in & was excited about seeing unique breads my mom used to make & my eye caught the gentleman making it including the surface area! 

This place is off my list!",2
nwTV3axvItEALSMcZwvE6Q,"This place isn't bad, but it's a bit pricey for salad and self-serve beverages. The restaurant is clean and most people seem to use it for take out, at least at night. It's not spectacular, but there's nothing particularly bad about it.

The ingredients are fresh and it's in a convenient location. It's usually easy to get a parking spot right in front of the store.",3
MVMPTRerxH7tkU5ngnRoUg,"We really enjoyed our stay here. We had a King suite close to the elevator. King bed and sofa sleeper. The COVID restrictions were all posted, and it was easy to social distance in the lobby/eat in area because it is very spacious.
Breakfast was provided for us, two options for a warm breakfast sandwich - you could ask for it to be prepared, or take it to your room and prepare (all suites have a kitchenette with a microwave, fridge and dishwasher) along with cereal, yogurt options, fruit and bagels/cream cheese. Various juice options and milk / coffee were also available.

Pool was open and in use, with a reservation.

The suite had nice amenities - Neutrogena products in the bathroom (shampoo pump and body wash pump in the shower) coffee maker and dishes in the room was a nice plus. 

Check in was fast and friendly - easy parking. We would stay here again!",4
0LLgqZPBDT--v1TWmLpMvQ,"A friend said Friendly's has the best fried food so of course I had to try some. Outside the restaurant it smelled great so that already drew me in. It's set in the cute-as-a-button Zionsville downtown so once you walk in, it's a hole in the wall tavern type look that seems a bit out of place but it was packed so it definitely belonged. I decided to choose my fried food wisely so I ordered fried mushrooms; I love fried mushrooms but so often they're bland and poorly done so I decided to test taste her fried food comment with those. It was an excellent choice, they were the best I'd had in a long time. I'd go back just for those to be honest.",4
lnSOxtPNvGf0PQqfRAwR6g,Wow! Great people. Great service. Great donuts. Can't get enough.,5
Fv9h89L36BYJ2fqQuTKp_A,"Good spot for music and tequila! It's off broadway so it's less crazy, which means you can breathe and enjoy your time. They typically have good live music inside. Happy hour is a plus, the margaritas are good. Plenty of tequila to choose from.. food is pretty good!",4
QYZoTrx7XkLar4gJno0y5Q,"Came here because everyone raving about food. Limited menu : chalk board in stairwell. This is literally a hole in the wall almost under the stairwell. You place your order at a tiny window and wait.  Actually some of the seating is under the stairwell.  There's a counter facing the walll, one facing the window and one outside facing in the window.

I opted for the lamb wrap and water.  Choice of lamb, chicken or falafel wraps with veggies and choice of sauce. I chose a mild sauce.  Make a few specialty teas... see blackboard photo.  We also tried fried chick peas...interesting.

The lamb wrap ($10) was huge and delicious.  I would definitely get this again... only I'd get on days when I want to take it home or to the park which is just a block away.  We ate at bench facing the window, and it was okay..imagine it would be hot or cold, depending on the weather...today the door was open and it was a great day.

Definitely should give it a try.",3
0QCzbqTDvrfLjxsTd3J11g,"Stone crabs are good
Oysters good

Don't waste your money on cedar key clams
So tiny I had to use my glasses to find them
Lol

A waste at $11 fir six
Robbery",3
23HW6apcF-fSIq6MTV4EaQ,"Really good food, very very fair prices and our waitress was extremely helpful and friendly. This is a great spot to go to if you have a group of people who want to eat different things. They have great gyros, pizza, paninis, burgers you name it they probably have it. Also, they have a good amount of seating out side. Overall, cute neighborhood place to grab some grub.   Only reason I didn't give this place 5 stars is because parking was a little bit of a hassle (street parking) and the desert was OKAY.",4
V4PuFJWonDu1QCO0tp38WA,"Ate there a few weeks ago with the girlfriend and our meal was excellent.

We got spinach cakes and fried green tomatoes as starters. Both were very fantastic. I've never had spinach cakes before, but we were both fans after tasting these.

She got the philly cheesesteak and mac and cheese. I got the shrimp and grits. Her meal was excellent (I stole a few bites). Mine was very good, as good as any shrimp and grits I've ever had in Tennessee. My only complaint, is that they should be careful as to the juices from the sauteed veggies on top of the grits, as they became a little too loose. Flavors were spot on.

Beer selection looked decent and the menu is pretty diverse.

I'd give this 5 stars but I just didn't feel it was quite there. I wish I could give 4 1/2.

Maybe on a return visit I can bump it up.",4
AQbPcQT2ebmMHsRDP0E4Vw,"Ordered meatloaf. Was ice cold! What Bullsh_t! Why? Sent it back, and they microwaved the heck out of it! How tasty.. NOT!",2
orHd1cfZ11T9feW5Lc11dQ,"Dr. Sanders prescribed my 11 year old brother codeine cough syrup (the FDA banned it for kids). He's been out of school for two weeks and he didn't even have to be. Dr. Sanders was frankly awful. He was uninterested and didn't even examine my little brother. Both my mother and I are totally unimpressed. Nancy Favata is absolutely fabulous, and so is every other doctor besides Sanders. However, if you're planning on taking your child in I wouldn't. A pediatrician is a better idea.",1
Dbz3zEIEcQ7QpvSzyjUXoA,"We came for brunch on our last day in NOLA. Three of us had bottomless Bloody Mary's (peppery and perfect). The Herb Roasted Duck Bowl was amazingly good! The Eggs Apolline was good, but the Duck Bowl was better. We also started with the orgasmic Cinnamon Bacon! This was most def worth the trip from The Quarter. We'll be back!",5
8_7Z_g41vWUjRR807sVmoQ,"We were super excited to find an Italian Deli near Indian Rocks Beach, this review COULD have been so much higher but when we ordered our sub we asked for a roast beef, extra red roasted peppers, extra fresh mozzarella and Mayo. The young man taking our order told that because we wanted a crunchy bread that sandwich would be $14 we were like fine. We also requested that part of the sandwich have just a little mayo and ham for our child. He said he would make 3/4 with roast beef and 1/4 with ham with very little mayo, said perfect. He asked if we wanted tomatoes and lettuce we said no thank you.  He hands me the sandwich with lettuce and tomato, so we said we asked no tomatoes no lettuce- he started to reply that wasn't the case. We explained one of us is allergic to tomatoes could he please remake the sandwich. He did but this why I am giving this deli 1 star if I could I would lower it!!! He obviously just wiped the lettuce and tomatoes off the sub. When someone is allergic to something they can't ingest it. So now we are on the beach and I paid over $21.47 for a sandwich that has been fingered to get the items off it and given back to us. The ham has a ton of mayo not light mayo so now I need to find a new meal to order from since we can't take the risk of an allergic reaction. This was very disappointing! I know we are specific on what we want but there are reasons why we are so specific. This sandwich is not a difficult one to make especially for an Italian Deli! Note to management / Owner you need to train your deli staff to take allergies more seriously at this place.",1
HR4RB1wNshKza9vjI2YkrQ,"I used Rockstar over President's Day Weekend 2012 to go Wine Tasting in Santa Barbara and our group had an absolute blast! Our driver Alton (or as we called him Al) not only got to our destination early but was willing to wait for us to finish our breakfast before we left! 

Maybe they did not have top of the line COMPLIMENTARY champagne ( yes it was Andre like another pointed out but come on... It is complimentary and free! If you don't like it, don't drink it!), maybe the cheese was not gourmet (once again... ITS FREE!!! Get over it), and maybe the yogurt covered raisins were from Trader Joes (ONCE AGAIN... FREE!!!!).

However, the service was amazing and that is what you are paying for in a LIMO Service... Not what they offer as food and drinks! Bring your own top shelf beverages and gourmet cheese if you can't handle free stuff INSIDE the SERVICE you are paying for.

Al was very knowledgeable about the wineries we should go to and managed to even squeeze in four in 5 hours!

""Al"" was a Rockstar and so was this LIMO SERVICE!",4
o747rADceFfPEOsjMBrpug,"I brought my Nissan Versa in May 2015. I went to the dealership to just look at cars and see what they had. However, the car sales man was very pushy and told me I didn't qualify for the type of car I wanted. I should have left then. It is partly my fault I went alone as a woman who didn't know what she really wanted. I was not prepared. 
I got horrible financing though the dealership and I am stuck with a car I never wanted. 
Like seriously Nissan who makes a car with no automated windows or locks, but has blue tooth and aux? 

I'm stuck with the car, fine. However, I took the car to get the free first oil change that they give their customers when you get a car. The car was smooth when I first got it. It made no noises at all. After the oil change I got in December of 2015 and whatever else they did the car, it now makes a gurgling sound. It's so annoying because a new car like that should not being making any type of noise. Someone told me to take it back to the dealership to have them fix it, but honestly they might just make it worst and charge another arm and leg for maintenance. From this experience I know to never go to a dealership alone and have financing beforehand. Plus, the car salesman was just so sketchy and rude. For that alone I would never buy another Nissan or even step foot in a Nissan dealership.",1
wKsmB6yLSLVyL9hTOCEfAQ,"Has nice finds but god so expensive you may as well buy something brand new. but i say if you are looking for maybe one of kind things (not usually clothes, maybe an album, book, furniture maybe yes) but everything else is reallllly expensive--for a thrift store",2
6ixXFRU_zn1FW498nEsWlg,Expensive.  Unfortunately I did not like my choice of food. Too much sauce on the Lombardi Linguine and too little pasta. Don't go out of your way to come here.,2
gcD5C52Z4HDzXi-1agzvbQ,"I would given a zero star if I could have. After waiting for the cashier to get off th phone for 5 mins, then paying 44 dollars for 2 people to skate, I had the pleasure of waiting at the skate window for 10 minutes to get skates. My daughter ended up with the wrong size, so we had to wait again for another 5 mins. No exaggeration!!! The customer service was the worst. Use your money elsewhere.",1
rMO6VLlxLV5b3aHHptDnaA,"We just ate at the Loft at Traders Point Creamery. What a disappointment. Either the kitchen or the servers could not seem to get our order correct. We ordered appetizers of panzanella, cup of mushroom soup, radish torte and the cheese and meat tray along with a few non-alcoholic drinks. I had initially ordered a strawberry smoothie but was later told they could not find the strawberries, I asked the waiter ""did the cooks know that strawberries were red and speckled?"" He did not appreciate my question. It then took a while to get the drinks and a little while longer to get sweetener for my alternative drink of iced tea. When the panzanella came it was missing half the ingredients. We then waited a while for the radish torte (which was not that great) and soup. When they finally brought the soup it was not even mushroom. The meat and cheese tray was okay. We ended up sending the panzanella back to get all the ingredients that were supposed to be in the dish and also sent back the soup which was some sort of boiled green soup. We never did get the mushroom soup but the panzanella was finally brought back correct. We were asked if we wanted more bread and we said yes, however no more bread was brought until the table was cleared and we were trying to work out the bill. The initial bill had 2 items we did not get on it...the non-available smoothie and soup. We were told by the waiter that the manager had taken some off our bill but then charged us for 2 items we never had! He finally got our bill fixed and credited us for the panzanella. Worst service ever, so shocking for this establishment. Not impressed by the food either. The manager never came to speak to us and apologize for the errors either. We then went down to the farm store to pick up some cheese etc. and then when paying the bill my husband noted that he was charged for 4 items when he only bought 3. The cashier corrected her error and admitted it was her fault but then also over charged on another item by $2.00 and was willing to give us the $2 back in cash before we noted the 4th unknown item. She ended up getting the manager and voiding the bill and re-ringing it correctly. I am not sure what the problem was today but I will not be going back anytime soon , especially on a Sunday! What a disappointment. I gave this a one because there is no lower rating.",1
KQ7TImGeedfw-6Xk9l8zIQ,"The people here were really nice! Make a few jokes with them and it can really change your experience. 

I shared a cheesesteak with provolone and hot peppers and it was more grease than anyone should be eating before noon. It was definitely greasy goodness. My heart stopped a little, but then i looked up at the wall and realized that Mr. T ate here once and that if Mr. T can do it, so can I! Digressing.

Anyhow, it was tasty. The lines are usually out the door and around the block. So, we came early to avoid the lines. 

Anyhow, good cheese steak.",4
s5sZLWLTt38hNijkmegACA,"Glory Days in Palm Harbor, FL is the old Leroy Selmon's location on US19. It's basically a sports bar -- millions of large-screen TVs, a big bar area, and food that pretty much reflects the sports bar genre.

Like Selmon's before it, it rates a so-so -- not terrible, but not a place that offers much that will have you salivating to return.

To be fair, the place has only been open a little while, and it's theme and location means lots and lots of customers, even on a week night. All that traffic so soon after opening means teething problems; spotty service and a slow kitchen among them. We'll try it again in a while to see if they've addressed those problems.

But the experience was not very good from the start. The hostess, who looked like she was in junior high school, didn't have a clue and left us standing in the lobby a lot longer than she should have while she conversed with other employees. Once seated, someone took our drink order and then disappeared for a long time. The food was very slow coming out of the kitchen. When it finally arrived, the food was, well, just okay.

Beth's burger, ordered medium-rare, was well-done. My steak rice bowl, supposedly a signature item, was okay but unremarkable -- a strip of yellow rice with a few small tomato chunks for color, a strip of steak pieces that were too grisly (and very rare rather than the ordered medium-rare), and then a strip of very ordinary salad greens.

Our server was a very young man who did a pretty good job but who acted like a robot. Every word and action seemed to be rehearsed, and there was no way he was capable of spontaneous conversation.

Average-to-below-average food. Average-to-below-average service. Not a formula for success. 

Leroy Selmon's in this location started out great and just slowly declined until it closed. This place is in danger of the same fate if they don't get their stuff together. But we'll give them another shot in a few weeks, and hope things improve.",3
Vt3n0lUBujp2lx09zfJMkA,"We were robbed! Where do I begin? I've waited my whole life to have an ""Al's"" experience. The food was terrible, the pretentious owner/manager was condescending and disrespectful. He came to our table of five and told us it was too much trouble for him to split the check and that we could do it ourselves and "" that it better add up to the total of the bill.""
As far as the meal... I don't even know where to start.
I've never felt the need to write a review but if I can save anyone from wasting your hard earn money and time, it's worth it!
Go to 801, Stoney River, Ruth's Chris but DON'T go to AL's!!!",1
WQEnjqsDdo2_Q7LMmp7vCg,CUTE ENVIRONMENT GREAT SERVICE VERY GOOD BURGERS AND MALT SHAKES... this location is better than the Eagle one!,4
VZgUPPyfMYRNl5EFUiplew,"One star might be too many. Just got home from eating there. Had the fried shrimp with mashed potatoes and slaw. The shrimp were good, the slaw was very, very, dry and the so called MP had to come from a box. All of this and a beer and two glasses of wine for two of us and the total bill with tip was $128. Wow...never again. Use to just love the place but man it has gone down hill....",1
ba6tCIIqJqzT3pJ8JnV3yQ,"I came here with friends after work because we usually hit up Cheesecake Factory or another chain spot but we wanted something different. I found this place on yelp with almost 5 stars so we tried it out. BOY WAS I PLAYED. The place was empty which was fine but .. weird. We ordered drinks. My friend got a vodka club - she receives it and takes a big sip. It was tequila and club. She takes back to bar and they apologize and he starts to make a drink and is pouring the vodka in and says ""say when"". 

We ordered nachos - really plain chips with some shredded melted cheese and a huge dollop of sour cream. Not great at all- but they're chips. 

This is where is gets scary. We all ordered the chicken thumbs; my friend takes a bite and says ""does this look cooked?"" I immediately think she's being dramatic and I take her nuggets to look. I cut in half and oh my god, it's literally raw. Like clear chicken where you can see the lines and it's jelly and slippery like you just pulled it out of your fridge to cook. We instantly lost our appetite and showed the waitress. She says ""that's fucking disgusting let me get my manager"". She comes back over and says THE MANAGER REFUSES TO COME TO THE TABLE. Now granted we are all store managers of the same company different locations so we are appalled because we never in a million years could imagine not coming to a customer when they had a problem. The waitress looks defeated because he won't come take care of the situation. She says she's so sorry and takes off all of our food and says she again agrees it's absolutely disgusting. Props to the waitress for being an adult and shame on the incompetent ""manager"" of this business. My review is coming here because my friend has been sick for days. Avoid this place at all costs.",1
-NNHEiR3F5sQSx435OMITQ,"I'm Vietnamese - born in Vietnam and grew up in Houston.  My wife and I were in Nashville for the first time, and she found this Vietnamese restaurant on Yelp.  It had pretty good reviews, so we drove way over to the east side of town by the airport to check it out.  My wife tries to find Vietnamese restaurants when we travel because we both like Vietnamese food, it's usually cheap and it's fun to try different places. We've eaten Vietnamese in Boston, Sacramento, Houston, Oahu, Chicago, Washington DC, Salt Lake City, Little Rock, Westminster, San Jose and Los Angeles.  

All that said, I have no hesitation in saying that this is the worst Vietnamese food I've ever eatn.  I ordered bun bo hue, and I swear the base was canned tomato soup, but more dilute - completely flavorless. The meat was strange - I can't even tell what kind of meat it was.  First time I've ever not even eaten half of my meal at a restaurant.  We also got the spring rolls, which were awful - stuffed with mostly iceberg lettuce without the typical herbs and flavors you usually find in goi cuon and bi cuon.   The grilled squid was good, but don't go there.  Please, just don't do it.  I'm hoping to find better Vietnamese in Nashville when we return.",1
jnyJZeARcl0UBM4ir7K8EQ,"i fucking love this place. they are even nice to the craft cocktail ""cocktail"" bitches who came to be bartenders but cearly by their attitude....not so much!!!!!!! best potato salad and customer servious!!!! id love to know where that last commenter works causes apparently shes a bartender..... please tell us.",5
_KirNvWxDg31kBiU_qiZ3g,"Cool little spot on Mass Ave with live Jazz music regularly. The decor is unapologetically quirky; the walls are full of memorabilia, memories & fun. Pitstop here for a drink or three before a show at The Old National Center then stop back in after your show for a Chatterbox encore! 

Limited food options; good selection of cocktails, beer, wine. Patio seating available! 

Free entry Sun-Thursday; Music charge Fri-Sat.",4
PrK-Ki3MiuuFyshLkhIx0Q,"The food was great! I enjoyed the Jambalaya, cabbage and potato salad. Both my kids ate it too! 
Good prices, easy ordering, very causal.",4
03YVRvb0Gg50KeiqfQiQog,"Yes, this place is cheap but honestly I don't care how cheap it is but I do not like paying for someone to mess up my hair. The first time I went I came for my friend because she went to school there and she gave me highlights and did great! But then everytime I tried to get my hair done, she wasn't available so o kept going to different people. I have never liked my hair 100% but I never hated it...until last week. I came to get my hair platinum and I had already had light brown hair with blonde highlights. The girl that did my hair was super nice but he turned my hair green! She was freaking out so I remained calm and tried not to be mean about it. They told me to come back the next day for free so they could fix it so I did. the girl that had ""fixed"" it was a different girl from before and she kept telling me over and over that it will look awesome. At the end result I was not pleased. My hair is not Orange on top and bright yellow all over. I would NOT recommend this place if your looking for a cheap color. They do pretty good on cuts but definitely don't go in excited for your hair to turn out exactly like u want because it will not.",2
npjJztWVnqdiuhQEdiL_Rg,Going to this Dairy Queen is always an adventure. The employees there aren't always the friendliest or hard working. I went there one night and it took almost 10 minutes to get my ice cream when it wasn't even busy. The cashier didn't really know what he was doing and that took another 5 minutes. Since this one is closest to me I decided to go there but making an extra 10 minute trip would be worth it to go to another one.,3
oOLyQPhSItxPtYfIc3BoYQ,"Truly tasty pies, but mediocre service and higher-than-average prices leave something to be desired.

We ordered a small pizza for delivery. Initially we thought we'd order 2 (since we asked for their smallest size), but after being quoted almost $50, we decided to just do a single pie and go half and half. 

They estimated 40 minutes for delivery, which we thought was a little long considering how close we live but understanding that maybe it was just busy, we waited. After 45 minutes passed, we called to check in and learned that they had accidentally put us in for carry out and estimated another 40 minutes. The pizza finally did arrive and we thought it was actually pretty good. 

They definitely use quality ingredients and their crust is stellar (slightly thicker with a nice chew but crispy on the outside). That said, the lady we dealt with wasn't the most courteous (barring the mixup and the long delivery time) and the prices are comparatively pretty high for what you get. Will likely return as a carry out customer with a coupon...3.5 stars.",3
D5mMZHtdR-SdfXWPLut0PA,"Best Breakfast  In Florida!
Only 7 miles from Treasure Island  Beach 
WORTH The Drive !!!

We ate here 2 mornings in a row !
Delicious  
Super Friendly Staff 
Excellent Food Quality 
Farm To Table Wonderful 
They sell Their Own Cook books and Ground Coffee.
Can't Wait til they open one where we live .",5
XiTTHc5wnSMj6jTmHUxOxw,Its a buffet.  Don't expect gourmet food.  It is wut it is.  Only fat people eat here.  Literally.,4
Dx2RB9DPArImMYlX87bn1g,"Do not use this company. Our pod was supposed to be delivered on a Thursday in the PM. Called to confirm, they told us it would be there../never showed. They called to say there was a technical issue, and guaranteed 8-12 delivery on Sat. It is now 8:20 pm and no delivery. They can't tell us where the pod is. Driver called me at 12:10 to say an hour-hour and a half...no show. Do NOT deal with them! Have already filed a complaint w BBB and am calling them hourly about this. Zero accountability and zero help. STAY A


Update: the resolution was that we rented a U-Haul, drove to their warehouse in another state and retrieved our belongings from the warehouse. The worker there admitted that they normally have four drivers, but are down to three, and that the company keeps booking appointments that they know can't be kept. This was on a Sunday. On Monday I had to fight with them for nearly an hour, but they did eventually cave and give us our money back. Never again will I use this company.",1
BuILo_Gt4L3NBJdWN9QT7g,"I decided to try out Amped via my insurance company . The front desk staff is amazing,super sweet and very friendly ,that's about the only thing I Iike about this gym. 

They set me up with a trainer to chat with, which I thought would be someone to show me around the gym and how to use their equipment . Nope, no one did that. What happened was pressure to use one of their personal trainers . I wasn't a fan of the tactics used, trying to guilt me to care more about myself which meant getting a trainer  and to move money around so I can afford it.That tatics reminded me of use car salesman. It kind of felt like a quota needed to be met. Not saying she wasn't nice, she was but her sales tatics were not good. 

I did decide to sign up for 3 months training  because she said I would get work out plans nutritional plan and someone to check in with which I actually needed. I went to my first training session , we did talk about nutrition and goals and set up a week but she said I knew what I should eat(she's right). Next a quick evaluation , lunge set, squats , a plank and standing angles set of push ups.  I didn't leave with any type of workout plan for the next week. Also no measurements so there's no plan and no way to measure success. 

Here's the next problem , at the original meeting I let them know that the in two week I couldn't meet in the morning and I wanted a female trainer. I was given the first available trainer but she's not available at night so now I the next session will be a different trainer and they said she doesn't have much availability. 

A positive is the other trainer was great,  friendly and informative. There was also another trainer that helped me on his off time. When I recieved the training plan, I had no idea how to do half of the exercises,  so I asked if someone could explain them and he took to the free weights and showed me how to do the exercises , which was really nice.

Beyond the front desk, the atmosphere is not for me. So I'll be turning in my written letter to end my personal trainer session once my  3 months is up. Save yourself the trouble, if ypu don't want personal training skip the meeting.",2
7ptRJXYFRJ4J-nT8K2Qheg,"I recently bought a house with soft water and purification systems previously installed by Indy Soft Water.  I had no experience with either system but knew some annual maintenance and filter changes were due so I scheduled an appointment. The technician was very prompt, almost before the scheduled time, and thoroughly walked me thru both systems, how they worked and how they should be maintained. He was also very persistent as it required some extra effort to get the remote to sync up with the purification system. I was very happy with the service.",5
c15V1Vy0FQ0ZjvX06JHrgw,"Don't come here if you're in a hurry! A group of four of us came in for dinner on a Saturday night and ended up waiting for about 45 minutes. We were finally seated in a bar area with lots of TVs on the walls. 

When we finally got seated, the service was quick enough. Our table ordered Homemade Chips and Bacon Dip, a Three Amigo Taco Salad, Claus' Sausage Sampler, and a Chubby Burger. I had the burger and it was very good, using the same bacon dip that comes with the chips. 

I also tried the Alabaster Belgian White Ale, which was nice and light with subtle citrus flavors. 

Overall, I would come here again, but only during a less busy time. While the bacon dip is indeed delicious, I don't know if it's quite worth the wait.",4
3shJqFwc-JMEh4iMq2uQDw,"Very nice place, nice and bright. First, they bring out the most wonderful buttery rolls ... To die for. Our server Daniel, was great. Timed our courses just right.

Had the mussels to start then the lobster on lobster with mashed potatoes and green beans - awesome! No room for desert!

We will definitely be back.",5
ltm54NRF3FMogR_LtNbzEA,"Place is small, and reservations is a must because they fill up quick. Price is a little steep. Caesar salad is a small portion for a full price and swimming in dressing. The salad is not chopped. Chicken and biscuits are overpriced, salty, very spicy because of the red sliced peppers sprinkled. The biscuits are not the fluffy ones. It is flat and dry. It took almost an hour for the main course to arrive. It is not handicap accessible, and  only metered parking in front.",3
MrEyyzcWRzWVRD4n39EWBQ,A bit overpriced and the ordered stew had less meat than rice. The staff was slow during pick up and in the restaurant.,3
htRN-1O6FX2B55GfMUGxxg,"Journey is a high end buffet wanna be. They're a little cheaper than your usual Todai, Nori Nori, and Korean buffets, but the food is not nearly as good.

For some reason my parents love this place, and whenever I go home to visit, they take me there. Sure, I can tolerate eating there, the food isn't THAT bad, but in my opinion there are so many better places to go to! They have a mix of western and Asian dishes. They have pizza, fries, chicken fingers, cold seafood, fruits, desserts, teriyaki, fried rice, spring rolls.... etc. You can probably find any of your common buffet dishes here. But they're all just OKAY.

The decor is not too bad, the place is spacious, and service is good.

The one thing that I enjoy at Journey's is the melted chocolate fountain where you can dip strawberries in. :]",2
fmph44dCr76uUfX69tlLlg,"It was an okay experience, they were picky about donations and used  furniture costs were higher than what I would pay. I couldn't find a salesperson that could help me for an unusually long time. When I did he did not have the authority to negotiate prices. As I said just okay.",2
IzDsIC_Ou19S7_zcwwFwXA,"This place really hits the spot. There's nothing better than a deliciously home cooked meal, and that's what you'll get here. Unfortunately I got a groupon to try this place out, and normally that would be a great thing as the food was incredible, but I feel kind of bad bc it was THAT good for a decent discount. But, I guess the process of groupon works, because I will be back!! Thanks Chef Dan.",5
zHdl-Q6qf0G363d_tw6fpA,Unsanitary as hell. Watched a busboy repeatedly take untouched bread rolls from customers plates after they left and reuse them with new customers. Sickening. Will never eat here again.,1
