review_id,text,stars
es_0385047,"Laura López

Se descarga muy rápido. En dos meses dejó de funcionar. No aconsejable. No encuentras fundas ni accesorios para estos moviles",1
es_0483485,"Embalaje escaso

Es un peluche bonito. A mi hija pequeña le encanta. Pero lo que no me gusta a mi es que halla venido en una bolsa de plastico aplastado y con el precinto abierto, como si este producto hubiese sido abierto antes. Por lo demas parece estar bien.",3
es_0145368,"Por un lado bien y por otro lado no tan bien.

La cinta magnética hace su trabajo, sin embargo el adhesivo es de una muy mala calidad, he tenido que fijarlo con silicona.. Yo pensaba que en una superficie de madera se pegaría bien pero no.",2
es_0460160,"Recomiendo

Muy practico, a mi bebe le encanta",5
es_0566254,"Por 1€ no esperes gran cosa

Por 1€ no se puede pedir mucho, pero es plastico del malo, se suelta al minimo contacto, pero para lo que vale no se puede pedir peras al olmo.",2
es_0094729,"Ni siquiera lo he usado.

No he podido usarlo, no era compatible con mi vehículo, pero me gustaba",2
es_0968672,"BONITO Y RESISTENTE

FUNDA DURA Y RESISTENTE. CUBRE PERFECTAMENTE TANTO LA CÁMARA TRASERA Y FLASH, COMO LA PANTALLA DELANTERA. HACE EL MÓVIL MÁS PESADO Y MÁS GRANDE PARA INTRODUCIR EN EL BOLSILLO, PERO PROTEGE MUCHO. VALE LA PENA. ME GUSTA ESTE PRODUCTO Y LO RECOMIENDO.",4
es_0694136,"Malísimo

Pésimo. Las ventosas son pequeñisimas y no aguantan pegadas ni siquiera con la malla vacía. No sirve para nada, no lo recomiendo",1
es_0046146,"Perfecto.

Lo compré para regalarlo. De momento no he recibido ninguna queja de mi sobrina, y eso que lo usa casi todos los días.",4
es_0305690,"Satisfecho. Grosos aceptable

Bien. Grosor aceptable. Poco más se puede decir. En general satisfecho.",5
es_0835178,"Devuelto

En otras ocasiones no ha habido problema pero esta vez llego uno de los cartuchos sin su embalaje y reventado.",2
es_0140952,"LIBRO INTUITIVO

ES UN LIBRO APTO PARA CURSAR TERCERO DE PRIMARIA. NO TIENE QUE ESPERAR Y TE LO ENVIAN CON MUCHA RAPIDEZ. RECOMIENDO PARA NO TENER QUE IR A LIBRERIAS O AL COLEGIO QUE SIEMPRE ES MAS CARO. YO ESTOY ENCANTADO Y SOBRE TODO RAPIDISIMO. ES UNA LECTURA MUY RECOMENDABLE PARA NIÑOS.",5
es_0501871,"Bien pero...

Tengo 3 gatos y a todos les encanta el guante. Disfrutan que les peine con el, sinembargo he de decir, que los pelos no se remueven tan fácilmente como parece en las fotos y en algunas otras descripciones y vídeos publicitarios.",4
es_0109093,"Te hace mirar hacia dentro

Pensamientos profundos sobre la vida misma que te hace emocionar. Conmueve. Quizás para mí con una visión algo pesimista. Totalmente recomendable.",4
es_0588184,"No recomendado

El protector de pantalla pequeño para Huawei mate 20 lite carcasa de mala calidad y le da mucho volumen al terminal ni lo recomiendo ni lo volveré a comprar",1
es_0198711,"Una porquería

No sirven nada, una no funciona y la otra estaba rota",1
es_0512631,"Envío regular

Hubo algún problema en el envío. Yo pedí dos caretas a la vez y me mandaron una y tuve que reclamar la otra por correo pq me escribieron.",2
es_0576169,"Todo correcto

Se ajusta perfectamente y cumple su función",4
es_0320176,"Piezas con golpes

El producto llego a tiempo y viene bastante completo y bien enbuelto. A pesar de todo esto las dos estrellas se las doy porque en varias pieza venia con golpes y se nota bastante, por lo demas bien",2
es_0488798,"No me gusta

Al principio muy bien. Pero tras usarlo varias semanas vas notando como cada vez el pelo te dura menos tiempo limpio. Llega un momento que hasta recién lavado te queda esa sensación de que esta sucio, graso.",2
es_0588595,"Decepción

Fue comprado con la intención de usarlo como adaptador bluetooth para el coche. Funcionó bien durante unos 3 meses. Ahora distorsiona el sonido.",3
es_0660603,"la proteccion de la pantalla

esperaba que la tapa de arriba trajera alguna protección , pero queda desprotegida completamente.",1
es_0418585,"Perfecta para el iPad.

El producto es de buena calidad y acabado, le va genial al iPad, todo cuadra perfectamente, sin embargo apenas tiene un mes de haberla comprado y ya se está despegando la tapa de la carcasa trasera como se puede ver en la foto, lo que pone en duda la duración del producto, o si solo será un defecto de fabricación puntual que ha afectado a esta unidad, espero resolverlo con Amazon o el fabricante.",3
es_0900094,"Ruidosa

Es muy Bonita pero hace mucho ruido",3
es_0479355,"según para que uso muy adecuado

Tienen buena pinta y para los días de lluvia no te mojas los pies. Gracias y, por el motivo antes expuesto, no transpira el pie adecuadamente pero su durabilidad en relación al precio es correcta. Se ha desgastado mucho antes la suela estando el resto del zapato como nuevo. El ser sintético tiene sus ventajas y desventajas. Según el uso que le vayas a dar es recomendable",4
es_0170758,"Regalo para mi niño policia

Se lo compre a mi hijo porque estaba obsesionado con ser Policia... a los dos dias dejo de girar, aunque la luz se encendia.",3
es_0761362,"Taloneras

El producto tal y como aparece descrito, me ha ayudado a bajar el dolor de la fascitis, pero no lo cura. Contento con el producto.",4
es_0013408,"Un engaño o una estafa...????

Me acaba de llegar el pedido y solo contiene dos unidades cuando la oferta dice claramente que son dos lotes de 2 unidades cada uno... No se pueden publicitar dos lotes y enviar solo uno...",1
es_0912494,"Débil

El articulo en cuestión es exactamente lo que ofrece el anuncio. Y funciona correctamente. Pero las agujas son tan finas y tan débiles que pasando el plumero se han doblado. Las puedes volver a enderezar, pero se quedan regular... Además el gancho que trae no sirve para nada.",2
es_0641707,"Llegó en mal estado

El libro era un regalo y obviamente ha sido imposible ofrecerlo en estas condiciones, sin tener tiempo para pedir una devolución.",1
es_0906074,"Más segura qué otro candado de su mismo precio

La seguridad de esta cadena va en relación a su precio. Eslabones no están cerrados(soldados).",3
es_0999244,"Bueno pero se enreda

Me ha gustado a medias,en cuanto a duración le pongo un 9 xq parece indestructible pero luego se enreda y cuesta mucho enderezarlo y como es tan largo tiende a enredarse con facilidad,en comparación con los cables habituales lo prefiero xq creo que será mucho más duradero",3
es_0901724,"Buenas luces de navidad.

Luces con 8 funciones diferentes de parpadeo. Con los 10 metros de luces es mas que bastante para poner en el árbol de navidad o incluso en la terraza. No se calienta y ademas he comprobado que gasta muy poco. Viene con mando a distancia con pila que va muy bien para cambiar la función de las luces. Buena compra.",5
es_0114756,"No es vidrio templado

Se vende como protector de vidrio templado, cosa que no es, es de plastico. Esteticamente queda como un guante, encaja perfecto, cubre toda la pantalla, el diseño 3d es perfecto pero no se adhiere bien a la pantalla lo que provoca que la pulsacion no sea buena, por no decir que es pesima, hay que presionar bastante para que el telefono lo reconozca. No lo recomendaria en absoluto.",1
es_0190350,"Rascador

Llegó un día tarde,pero todo genial,las gatas están encantadas,el material es un bueno,poco tienen donde arañar las gatas,pero es muy chulo,está muy bien",4
es_0561072,"Ok

Me lo esperaba un poco más grande, puede ser que yo midiera mal.",4
es_0302655,"No cumplió con sus espectativas

Tengo puesta una carcasa que cubre gran parte del teléfono y se despega, primero por los bordes y después entera con mucha facilidad.... Puse dos y al final opte por poner una de gel.",3
es_0724118,"Sin más

Difícil de hinchar y al cuarto uso ya parece que pierde aire muy lentamente.",2
es_0664622,"Grandes

Muy grandes. Para orejas grandes. Sonido bueno. Lo devolvi.",2
es_0260876,"UN CARTUCHO NO CARGA Y EL OTRO HACE 150 FOTOCOPIAS

NO ME HA GUSTADO NADA. UN CARTUCHO ME HA HECHO 150 FOTOCOPIAS Y SE HA GASTADO Y EL OTRO NOLO PUEDO NI INSTALAR.",1
es_0001034,"No me parece adecuado

No me convence mucho. Método que pones líquido adherente entre el cristal del telf y el templado. Siguen apareciendo burbujas pese a lo que te dicen. No es fácil su instalación. No abarca todo el móvil y corren riesgo las esquinas en una caída. Me parece de riesgo este cristal. Si se quiere quitar no se como quedará la pantalla una vez el líquido se ha secado",2
es_0200907,"No está mal la cámara

La calidad de imagen es aceptable pero no buena pero hace su funcion",3
es_0369028,"Una llego rota

La primera que he recibido bien, la segunda fue a otra dirección de regalo para el día de la madre y le ha llegado rota",2
es_0315759,"Cuchillo infantil

Son cuchillos bastante grandes. Al ser infantiles creía q su tamaño sería mucho menor. Cumple su función. 😉 . .",3
es_0394457,"Mala calidad

Tienen bastante luz. Pero solo funcionan 2 de 4 que compré.",2
es_0492639,"No vale

Lo he utilizado en varias ocasiones hasta que finalmente tuve que rehusar, es incómodo y no resuelve los ronquidos de forma eficaz.",1
es_0683036,"No encaja con mac book pro 13

Después de recibirlo y tratar de ponerlo, no encaja con mi mac.",1
es_0189241,"Su calidad de componentes.

No conectan bien por lo menos a mi me a pasado.",2
es_0236360,"Mala calidad

Me han salido malísimos, suela destrozada y agujeros en la lona con tan solo 5 meses de uso, he tenido zapatos de seguridad que me han durado años.",2
es_0147066,"No se fíen de opiniones cómo hice yo

No entiendo como opina la gente! Le regalan el calzado? Esto 15€ y son peor que las del chino. Suela fina e incomoda, da mucha calor. En el mercadillo las hay mejor a 5€ los 2 pares.",1
es_0500077,"Normal

Me parecen un poco duras, de todas formas para mí lesión no valen pero es porque tengo un problema de talón y la parte de atrás al pisar me parece rígida la plantilla. Pero quizá sí sea buena para otras dolencias. Tampoco es fácil el corte al no estar señalizado",3
es_0490880,"Funciona bien y cumple las expectativas, pero....

Funciona bien y cumple las expectativas, pero en mi caso, llegaron las guías torcidas y tuve que hacer bricolaje para que funcionara en condiciones. Entiendo que el vendedor no tiene la culpa de ello, es mas responsabilidad del transportista, pero si el embalaje fuera mejor no hubiese ocurrido, por eso doy 4 estrellas. Habría que proteger las guías para el transporte un poco mejor.",4
es_0607379,"Comprador

Satisfecho y se corresponde con lo que esperaba. Rapidez en la entrega y buen trato en todas las gestiones. Gracias",4
es_0047708,"Relacion calidad precio.

Me gusto en genral, pero lo devolvi era muy incomodo y no cumplia con mis espectativas.",3
es_0257631,"La alarma no funciona adecuadamente

Las primeros meses no ha dado problemas, pero a partir del tercer mes, la alarma no se activa y ha dejado de funcionar. Y no es problema de las pilas (se han puesto nuevas) El modelo anterior era mucho mejor.",3
es_0109383,"No conseguida adherencia.

No se adhiere. La pestaña que trae muy muy dificultosa de retirar. Prácticamente no se puede retirar",1
es_0760539,"Sin bombilla

Muy bonitas pero la bola de cristal muy chica además han venido sin bombilla",3
es_0567541,"Peluca para carnaval

Calidad precio bastante correcta. Si la sabes peinar y quitarle el exceso de brillo queda muy bien.",4
es_0351701,"Calidad con respecto al precio muy mala

La calidad es muy baja para el precio que tiene una de las partes de mi trípode queda floja",2
es_0302662,"PRODUCTO REGULAR

COMPRE CUATRO HUCHAS PARA REGALO Y DOS NO FUNCIONARON NO LO RECOMIENDO NI LO VOLVERIA A COMPRAR",1
es_0773049,"Funda 2017, telf 2016

La funda está bien pero por la diferencia del año, no dispongo de flash y volumen ora bajar con problemas, pero por no perder más tiempo, está bien.",2
es_0468931,"Difícil d instalar

Muy complicado en instalar . Tuve que llamar un técnico",3
es_0487081,"Decepccion

Muy mala calidad, no pienso comprar mas en Amazon, prefiero comprar en otras web mas serias que no engañen al cliente con fotos",1
es_0779494,"Ideal para niños de 3 años

Funciona bien y es divertido",3
es_0197342,"Antonio

Muy buen producto x ese precio no m ha decpcionado envio rapidisimo y el pekeño contento con otro regalito mas de amazon",5
es_0012328,"NO FUNCIONA BIEN

NO FUNCIONA LA HE DEVUELTO",1
es_0724287,"Falta 1 etiqueta

Muy bonitas pero nos ha faltado una etiqueta y no hay manera de ponerse en contacto con el vendedor.",2
es_0166277,"Mejor la primera parte.

Esta bien pero me gusta más el primero.",4
es_0045048,"Buena calidad

Me ha gustado todo, lo mejor el sistema de aislamiento de ruido",5
es_0789959,"Buen producto

Muy buen producto, la tobillera es perfecta y muy cómoda.",5
es_0469587,"Hay que mejorarlo

Viene un poco rayado y no se ve como se esperaba",2
es_0703633,"Cremallera al revés y de mala calidad para un producto tan caro, imposible engancharla

Abriga bastante, pero la cremallera va fatal para el precio que tiene, y para colmo al revés, que cuesta horrores ponérsela. Sería más bien un abrigo para zurdos. Y a la primera vez que conseguí subir la cremallera, luego se abría por abajo, increíble para el precio tan excesivo que tiene esta prenda.",2
es_0629161,"👍

Es muy cómoda y tiene bastante capacidad",5
es_0422709,"Perfecto

Cumple con lo descrito",5
es_0393591,"Genial para cobertura

Quizás para modelar figuras me resulta un poco duro, pero es perfecto para hacer las coberturas de las tartas. El color muy bonito.",5
es_0786459,"Muy contenta con la compra realizada.

Muy buen caldo, está muy bien de precio.",5
es_0265574,"El tacto del protector no me gustó nada

El tacto es pegajoso, lo puse y al día siguiente lo quité.",1
es_0452608,"No lo aconsejo

Me ha llegado con fallo del sensor de proximidad!!! Lol. Una putada.",1
es_0148457,"Isabel Aliaga

Da el pego desde lejos. Material plástico normal y corriente. Se va de hora con bastante rapidez. Mejorable pero original.",4
es_0632203,"Móvil

Está muy bien para la calidad precio. La única pega que pesa un poquito más de lo esperado.",3
es_0366985,"Facil de manejar

El botón del sonido se baja muy fácilmente al estar en un lateral",4
es_0479617,"un mal producto. no lo compren

no funciona, lo tiré. un mal producto. terminé por comprar teclado funda logitech en la tienda Apple. un mal producto. no lo compren",1
es_0910888,"Baul

Este taburete tiene funciones múltiples. Puede ser un banco, una mesa de centro, un almacenamiento, etc. Los diseños del exterior y el interior son realmente agradables y cómodos. Especialmente a mi hija le gusta mucho, porque puede guardar sus juguetes y hacer que el salon este comodamente visible y todo ordenado.",5
es_0165685,"n estafar a las persona

madre mía me an cobrado tanto dinero y n trae nada haci n eso estafa",1
es_0182087,"Mejorable

Es muy frágil, a mi se me ha roto por varias partes, la zona costura, donde se une el plástico con la tela.",2
es_0235273,"¡NO COMPRÉIS!

¡NO COMPRÉIS! Me había fijado en los buenos comentarios y buenas referencias a la hora de comprar ""muy cómodo, blablabla"". Pero NO. Me siento estafado, al subir al avión la viscoelástica se vuelve durísima, como una roca. No te puedes ni apoyar. Totalmente inútil. Una lástima que haya tirado la caja, porque quería devolverlo (ya que tan sólo lo utilizo para viajar en avión).",1
es_0464400,"Jesús

Ha llegado un poco deteriorado, por lo que no está como en la foto se presenta. La fecha de entrega tenía que ser el 18 me llegó el 26 y la caja donde se encontraba el producto estaba bastante dañada.",2
es_0861838,"Peor de lo que me esperaba

Ni el tacto ni el color ...no me gusta nada",2
es_0807561,"carga

con varias cargas enpieza a durar poco la carga",3
es_0307990,"Cómoda

Lo cierto es que no he vuelto a levantarme con dolor de cuello",4
es_0883357,"Buena calidad /precio

Buen producto, fácil de montar y sin ningún problema",5
es_0643286,"Calidad

Es de buena calidad, discreta y no se aprecia cuando la utilizas que eres funcionario",5
es_0337350,"Estafa

Es una mierda no vale para exterior I salta fallo canbus no recomiendo",1
es_0151600,"Royal Canin

A mi perro le gusta mucho este pienso y le sienta bien",5
es_0356884,"Quiero la devolución

Me a llegado el envío en mal estado y con el frasco bastante evaporado y derramado con el tapón despejado y la caja con húmeda",1
es_0128017,"No está mal, pero para quién tenga el pelo poco rizado

Lo utilizan mi mujer y mi hija y como tengas el pelo con un rizo medio no esperes ningún milagro, ayuda algo, pero ni de lejos da los resultados de una plancha. Ahora lo utilizan para mantener algún día más cuando se han hecho la plancha.",3
es_0510700,"perfecto

perfecto .tal y como se describe .",5
es_0899123,"Correcto

La gorma bonita aunque demasiado aspecto plástico pero en general bien",3
es_0291127,"LIBROS MUY BONITOS

Compré casi toda la colección para mi hijo. Están muy bien aunque deberían mejorar el tema de la igualdad entre padres y madres... En los cuentos la madre limpia, el padre va de camping, la abuela es quien hace galletas...yo le cambio el cuento porque no me parece bien. Estamos en el siglo 21 donde deberían educar en igualdad tanto en casa como en los cuentos. Por lo demás el conejito explica los sentimientos bastante bien.",4
es_0835216,"PRESENCIA BUENA

El mayor problema que encuentro es la forma de introducir la máquina. Cuesta mucho, es muy estrecha la boca de la cremallera. Tendría que ser más grande. La presencia es buena, pero las asas las veo un poco débiles. No se me han roto, pero es que tampoco la uso mucho. Me da cierto miedo que un día se me vaya la máquina al suelo. Con tres estrellas creo que está bien valorada. Con las dos cosas indicadas mejoradas le pondría las 5. Saludos.",3
es_0888887,"Funda samsung galaxy s8

Funda muy buena y resistente, la llevo utilizando varios meses.",5
es_0335589,"Correcto

Este invento está bien si no tienes entrada de video componentes libre en la tv para poner la ps2. Por el cable de componentes se ve mejor, pero si no hay otra opción pues cumple su función.",3
es_0527055,"Satisfecha

Relativamente fácil de poner. Cumple bien su función",5
es_0612396,"fiable

buen producto, marca fiable",4
es_0622092,"Demasiado pequeña

Si bien la calidad es correcta, no era para nada lo que me esperaba. Es demasiado pequeña y realmente las nuevas restricciones de Ryanair permiten algo más",1
es_0163017,"Decepcionante

No funciona. No coge señal ninguna.",1
es_0907782,"Sencillo y practico

Fácil de utilizar. Tamaño adecuado",4
es_0653707,"Huele bien

Se parece mucho a la que es de color verde de manzana. Huele bien pero tampoco me duraba mucho el olor. Pese a eso, ya he terminado el bote, aunque tampoco repetiré.",3
es_0268970,"poco practicas

dificil de cargar y cerrar",2
es_0157371,"no para piel de varón

la versión ruda o fuerte no hace nada en las durezas. Debe estar diseñado para piel infantil o femenina. Un gasto inútil.",2
es_0261461,"Perfecto

Fue un regalo para niño",4
es_0856379,"No llego pero me reintegraron el dinero

Nunca me llegó el soporte pero me devolvieron el dinero rápido, creo que es una empresa seria. Volvería a comprar",2
es_0773086,"Muy mal servicio

No puedo opinar sobre el artículo porque no lo he recibido.... tuve que reclamar la devolución de mi dinero ...",1
es_0746290,"Cumplir

El producto y lo q no me ha gustado la tardanza",3
es_0960915,"Fino

Me gusta mucho el dibujo, pero es un poco fino. Más para entretiempo u otoño, no para invierno como creíamos.",4
es_0126663,"La planta se abre, pero mantiene el color marrón

La planta tiene un tamaño aceptable. Al ponerle agua, se va abriendo poco a poco, pero siempre mantiene el color marrón (no se pone ni mucho menos verde como en las imágenes). Además, un par de las que pedí tienen como pelusa blanca (moho?). Por el precio que tienen, le pongo dos estrellas, pero no son muy bonitas que digamos.",2
es_0908976,"Mal Resultado

He comprado dos unidades y una de ellas ha durado un mes y medio y ha dejado de funcionar, se ha usado eventualmente.",1
es_0838767,"No está mal

Cumple su objetivo pero estaría mejor unos materiales más suaves",4
es_0863879,"Esta bien aun que la quería con más fuerza

Esta bien llego rápido",3
es_0581141,"Muy buena

Me gusta bastante, el único pero es la red por eso le doy 4 estrellas ya que se salen por ahí los pelos pero la verdad que es muy cómoda tanto de quitar y de poner, me gusta mucho",4
es_0402214,"Se supone que Amazon sólo trabaja con productos de calidad

pernos de los enganches cortos, roscas corridas y de mala calidad 100% chino y no lo avisan en la promoción.",2
es_0984690,"Más o menos bien

Hace su función pero no es para tirar cohetes",4
es_0999169,"Estupendo

Todo perfecto. Lo usé para reemplazar una tapa rota y encajó a la perfección",5
es_0969482,"Perfecto para evitar manchas y arañazos

Esta funda delgada es perfecta para evitar manchas y marcas en el portátil. Pero no es un protector anti-golpes.",4
es_0864986,"Concentración baja

Concentración muy baja. Hay mas en el mercado al mismo precio con mayor concentración",2
es_0708130,"Bandolera para viaje

Esta bien cosida y la calidad de la piel es buena. Caben las cosas imprescindibles y sobran bolsillos. La hebilla hace un poco de ruido a metal.",4
es_0386532,"Gotas ojos secos

Me gustan son muy buenas",5
es_0492396,"Le encanto!

Fue un regalo y la verdad que la encantó.",5
es_0645721,"PANTALLA PROTECTOR

se adapta bien es fácil de poner, pero me han quedado 3 burbujas grandes que no se van. el precio está bien porque te vienen 2 protectores.",2
es_0724087,"Queda pequeño. No sirve

No ajusta a la pantalla, es más pequeño. No lo volvería a comprar",1
es_0486660,"Práctico

Tal y como es en la foto",5
es_0610099,"Sin más

No es que sea gran cosa. El aroma no dura mucho. Lo he usado mezclado con agua para la sauna y no huele mucho",3
es_0798990,"No mw funciona

Antes de hacer la devolucion les comunico que en mi samsing A5 no transmite a la tele. Alguien me puede dar alguna indicacion?",2
es_0818874,"Serigrafía

El material es bueno, pero la serigrafia con el tiempo se despega la del dedo, coged tallas pequeñas para que se ciña bien, lo compre por 16€ así que bien",4
es_0881176,"Uno de los cartuchos negros no funciona

El primer cartucho negro que he puesto no ha funcionado. Desconozco los demás pero no voy a abrirlos todos para que se sequen.",2
es_0492738,"Lola

Es cómoda porque no lleva cable pero no apura mucho y se queda algo floja, es para salir del paso",1
es_0737644,"NO CONOZCO PEOR INVENTO QUE ESTE

Hoy escribo con cierta rabia porque he estado fuera y se me pasó el plazo de devolución, así que tengo un chisme que no funciona y 30€ menos en el bolsillo. Realmente no hay diferencia entre el ""antes y el después"", la única diferencia es una marca que te deja el borde del aparato, que tarda un rato en borrarse. No lo compréis porque es tirar el dinero.",1
es_0396958,"Por lo que valen son aceptables

Son cómodos,buen sonido,pero la bateria no dura mucho y la señal se pierde en pocos metros",3
es_0614748,"Mal

Pequeño pero frágil se me rompió en dos meses",2
es_0775227,"Pies

Algo incomodo pero aceptable",3
es_0409191,"Normalito....

Muy Justito..... cumple su función, por el precio que es poco mas puedes pedir.",3
es_0473846,"No me satisfizo

No me gusto ni la historia ni su desarrollo. No lo recomendaré ni a mis enemigos. Lamento una opinión tan sincera",3
es_0729377,"Bastante correcto sin cubrir toda la pantalla

Protector de pantalla correcto, sirve para proteger la pantalla ante caidas pero no llega a los bordes como la gran mayoría. Incluye 3 a muy buen precio. La calidad de protector es justa pero adecuada.",4
es_0018376,"Reposicion sin problema alguno

El modelo con borde en negro, al cabo de 3 meses el film de color que recubre el borde de la carcasa se deshace dejando el movil lleno de virutas e imposible de quitar. Recomiendo el modelo TRANSPARENTE Ahora bien la respuesta del vendedor ha sido magnifica, en cuanto a preocupacion por resolver y buscar la satisfaccion del cliente. De hecho he vuelto a comprar otro modelo de carcasa, esta vez en transparente.",4
es_0332716,"Pequeño pero matón.

Muy contento lo tengo en.mi camión y lo utilizó a diario cargo teléfono y gps conectado sin.problema.",5
es_0497077,"No sirven para protegerse del frio

Demasiado finas, parecen papel de fumar. No lo recomiendo para protegerse del frio",1
es_0092130,"Recibirlo? Lumbreras

Si lo hubiera recibido podría opinar, llevo un mes esperando y siguen sin responderme a mis mensajes, que falta de profesionalidad, no le hacen un favor a Lorena Franco Vaya tela!!!",1
es_0533298,"Sorprendente por precio

Comodos y buena calidad precio",4
es_0774532,"no funciona bien..

unas veces va y otras no...lo devolví",2
es_0855445,"Negativo

Por el precio, pensé que sería algo de mayor calidad. Plástico de mala calidad, nada distinto a lo que encontraría en un chino por un cuarto del precio. De momento, y habiéndose entregado en Reyes, ya tiene un platico despegado...",2
es_0208835,"entretenida sin mas

parece más un libro de genero juvenil que otra cosa. Es un libro típico de tumbona de playa. Intenta crear momentos de tensión, pero en mi opinión no lo logra ni una sola vez. Seguro que en dos días no me acuerdo de que iba, no causa ninguna impresión.",2
es_0679272,"Kk

Pq sacado de la muñeca se bloquea y no marca pulsaciones!Un error pedirlo",1
es_0972689,"Pequeña

Haber son un poco pequeñas. Te da para hacer una taza de arroz y calentar algo al baño María la sartén para hacer un filete pequeño aún no la he utilizado. Pero por el precio seguro que estará bien",3
es_0076476,"Buena calidad

Esta bien por el precio",4
es_0634632,"Te saca de un apuro :)

Lo compre para una boda y da el pego perfectamente,un poco grande,más bien es un brazalete que queda a mitad del antebrazo.",3
es_0098243,"BUENA RELACION CALIDAD/PRECIO

Relación calidad precio muy buena. Para uso esporádico ya que al tener solo 2 puntos hay que tener paciencia pero muy bueno. Totalmente recomendable, compras las pilas y te ahorras un dinero...",4
es_0671097,"Parasol coche.

Son muy cómodos y muy fácil de usar, quita bastante sol y son muy flexibles, tiene una funda para guardarlo bastante util. Para mi coche tiene un tamaño ideal.",5
es_0172559,"muy bien

llego cuando tocaba y es un artículo muy recomendable para leer en la habitación.",3
es_0481966,"No satisfactorio

Bonito diseño. El bote de pegamento estaba seco y no hubo forma de poder utilizarlo. Debería llevar tanto tiempo en el almacén que quedó inservible",3
es_0138762,"Paola

Es muy práctico, mi hija lo ha aceptado bien, pero encuentro la cuchara muy blanda. No lo volvería a comprar por este motivo.",3
es_0208805,"Buen servicio Post-venta

El cigarrillo funciona muy bien, la batería tiene una buena duración. Tuve un problema con el cargador y en pocos días me enviaros un cargador nuevo y otra batería. El kit es muy completo y va en una práctica funda donde puedes llevar todo lo necesario.",5
es_0629596,"Desastre total

Además de que tardaron una semana más, encima cuando llegaron no eran las que había pedido. Un desastre total .",1
es_0599958,"Genial por su precio

Lo compré para complementar otro de gama mas alta, ya que me gusta tener uno con alarma en cada rueda. Es lo bastante sensible como para que salte si tocan la moto, pero no por el viento y suena muy fuerte. Por supuesto no es tan robusto como uno de gama alta, pero por este precio, para mi 100% recomendable",5
es_0395285,"Es una porqueria

Ha tardado en llegar 41 días. Y ha llegado chafada y retorcida. Subo una foto para que se vea la porquería que he recibido. Penoso. Lo he intentado poner bien pero esta muy duro, imposible. Por 2,5€ ni me molesto en hacer la devolución. Se va a la basura directamente. Mi consejo: para lo que vale mejor vete a una tienda de mascotas y te lo compras allí.",1
es_0933093,"Quita bastante calor

Tardé un siglo en poder despegarlo",3
es_0714532,"Llega muy al sitio dificil,fuera trapos

Cumple muy bien su función",5
es_0005010,"Regular

Está bien,el problema es que la cuchilla de correo más pequeño al primer uso se salió de su sitio y ya no funciona. Mi opinión.... Regular",2
es_0539405,"Puede mejorar mucho

Me llegaron 9 y Antes del tiempo previsto , son bastante finitas pero bien por el precio , suelen venir 3 colores diferentes y ya así que son todas prácticamente iguales . Mejorar estos aspectos y estará perfecta",3
es_0370690,"Envase roto y faltaba producto

Me llego el envase en mal estado roto y con pocas chuches",2
es_0572573,"Para el precio que tiene no está muy mal.

Me gusta el tamaño de los platos, pero no sé ven tan bonitos como en la foto, son menos blancos. La vajilla no es de muy buena calidad, pero por el precio tampoco esperaba gran cosa. Llegó un plato llano roto. No lo descambie porque ir cargando con la vajilla a correos me pareció un engorro, la estafeta de correos no me queda muy a mano.",3
es_0769921,"Disfraz incompleto

Era la primera vez que compraba algo reacondicionado y será la última. Me llegó tan solo el buzo, sin capa ni máscara. Tuve que devolver el disfraz y comprar otro, pero los precios habían subido por lo que me costó más dinero. A parte de las molestias.",2
es_0763767,"Deberían de mejorar el envío

El artículo es tal y como esperaba tanto en tamaño como en calidad, pero yo estaría dispuesto a pagar un poco más para que lo enviasen en un envase rígido que evitara se deformase durante el traslado",3
es_0288726,"Bonita

Parece bien fabricada.buena compra",4
es_0526351,"bajisima calidad y grill muy malo

materiales malos aunque el diseño es bonito pero lo más importante es que el grill viene por venir porque no sirve para nada, se apaga cada dos por tres y para hacer una pizza se tira 45 minutos y al final queda casi cruda, con.mi antiguo micro ondas en 15 minutos estaba bien dorada, lo voy a de cambiar y reparar mi viejo microondas porque para calentar cualquier aparato de 50 euros da la talla y no gastarse 120 en este para que la función grill vaya mal .",1
es_0416773,"Es un poco endeble

Muy buena pinta, pero es un poco endeble y se rompe pronto no está pensando para una tormenta y el viento",3
es_0154707,"Producto con bombillas erróneas

Compré las bombillas con casquillo E27 y una de ellas me vino con un casquillo E14 aún cuando en el embalaje especifica claramente que es E27. En fin no lo voy a devolver pero tengo un repuesto menos. El resto de las bombillas han venido bien y alumbran correctamente.",2
es_0754620,"Cubot

A mi me a tocado uno que va muy mal va despacio se queda bloqueado. Mal",2
es_0073263,"Muy malo

Muy duro no sepuede dormir bien se levanta uno cansado",1
es_0881123,"Cables iguales o mejores que los de apple

Funcionan perfectos y duran mucho tiempo",5
es_0629063,"Que el pan llegue entero.

deben cuidar el embalaje pues en esta ocasión ha llegado mucho pan roto (en pedacitos pequeño) lo cual nos hace duda de volver a pedirlo.",4
es_0046011,"Buen protector

Buen producto, silicona de calidad. Se adapta bien",4
es_0600070,"Vistoso y no muy caro

La narración no es excepcional, pero acompaña apropiadamente a un libro muy vistoso, con muchos detalles e ilustraciones y llamativo.",4
es_0329252,"Bolis a buen precio

Muy buen precio por unos bolis de calidad.",5
es_0763046,"Buenisimo

Fácil , fácil y efectivo.",4
