sample_id,review_id,text,stars,llama_agg_pred_stars,llama_agg_reasoning,category,lr_pred_stars,lr_pred_confidence,svm_pred_stars,svm_pred_confidence,nb_pred_stars,nb_pred_confidence,bert_pred_stars,bert_pred_confidence
34,uqKfOamNQ1qsbUkghb1IPw,"I just returned from lunch with Allison B at Milkboy and I'm already a fan. From the sweet servers, great and sometimes random (in a good way - Cornershop, anyone?) tunes and solid eats, what's not to like?

I arrived just before 12:30 and had my choice of available tables. Where was everyone? I selected a booth away from the busy open windows but still with a view of the street and got my coffee on. As I decided between a turkey wrap and a burrito, our server told us about the special, a roasted pork sandwich with tomatoes, sauteed spinach and a creole spread. I was sold. I requested a side salad in place of fries for two dollars more. 

Our food arrived and the fries managed to sneak onto my plate, but after a quick mention to our server a side salad arrived shortly after. Allison's pickled veggie tempura was awesome, and her tomato bisque with croutons and cheese looked super tasty. My sandwich was great and although the fries looked tempting, I stuck to my guns and ate only the side salad, which was worth the upcharge. Allison confirmed that the fries were indeed delish. I'm definitely looking forward to return visits and checking out the upstairs area for live music.",4,4,"The review text expresses a very positive sentiment towards the restaurant, highlighting the good service, music, and food. While the majority of the models (LR, SVM, NB) predict a 3-star rating, BERT's prediction of 4 stars with a higher confidence aligns more closely with the reviewer's enthusiastic tone, leading to a final star rating of 4. The disagreement among the models suggests that the review's positivity may be nuanced, but the text's overall tone supports the higher rating.",override,3,0.2880402577063416,3,0.3977110853682719,3,0.281598375652507,4,0.76953125
35,WdCSkxI-lnNhbRUtvHpfeQ,"Really friendly staff, but I was not impressed with the frozen alcohol. My sister got a Pina Colada Malt and I got a Mudslide. My sister said her Pina Colada didn't have enough pineapple and was too coconutty, lol. Mine, on the other hand, wasn't chocolatey enough. I felt a bit sick after drinking it out of politeness and my sister just never finished hers.",3,2,"The review text expresses disappointment with the frozen alcohol, citing issues with flavor balance and even reporting feeling sick after consumption, indicating a negative experience. While BERT and SVM models agree on a 3-star rating, the majority of the evidence from the text and the LR and NB models' predictions suggest a lower rating is more appropriate. The reviewer's polite but unenthusiastic tone and the specific criticisms of the drinks support a 2-star final rating.",error,2,0.3086377053309611,3,0.4326708919081414,2,0.3112517648384783,3,0.55859375
36,n12eC7w5J_k18tfsXGz_bg,"Great location, staff was friendly and attentive.  Valet at $45 plus tax is steep, better to Uber.  Would recommend.",4,4,"The review text expresses a generally positive sentiment, with the reviewer praising the location and staff, but also mentioning a negative aspect regarding the valet price. Most models agree on a high rating, but BERT's prediction of 4 stars with a higher confidence is more convincing, considering the mixed comments in the review. The disagreement between BERT and the other models suggests that a perfect 5-star rating may not be warranted.",override,5,0.4381191191910185,5,0.6167952357504793,5,0.2937975148649334,4,0.765625
37,jShzwR-ymbh3yO7MKCgIxg,"This has been our ""Go-To"" restaurant for years when we want French Onion Soup, Superb Farmers Market Salad Bar and Prime Rib for dinner.",5,5,"The review text expresses a very positive sentiment towards the restaurant, mentioning it as their 'Go-To' place for specific dishes. Most models, including BERT, LR, and SVM, agree on a 5-star rating, with BERT having a relatively high confidence, while NB disagrees with a lower confidence. The overall agreement among the models and the positive text sentiment support a 5-star final rating.",consensus,5,0.2791837106684443,5,0.45811541022754,2,0.2209955934509546,5,0.76171875
38,jiUnToD_IkVcPAVrKjazEw,"I'm a traveling chef among other things. I do my best to avoid going to ACME of any sort and I don't write reviews until now. Had a cart filled to the brim with Groceries. It was 7:30 pm None of the cashier lights were on. One person was checking out. The cashier told me "" lights off!"" I said "" where should go then there are no other cashiers"" the cashier then screeched "" Bob!!!"" Now Bob whom I'm assuming is some type of manager was behind customer service desk with a generous amount of ketchup on his face just shrugged his shoulders. They then told me to go to self checkout. I think self checkout is great however if you have a full court it's quite impossible to balance a cart filled to brim on the small bagging table. While I struggled six acme employees stood behind and watched with they're arms crossed including the cashier. Kinda felt like a kick in the face and a bit of a scumbag move.",1,1,"The review text expresses strong negative sentiment towards the experience at ACME, describing unhelpful staff and a frustrating checkout process. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT showing the highest confidence, indicating a high degree of model agreement on the poor quality of the experience. The consistent model predictions, combined with the scathing review text, support a final rating of 1 star.",consensus,1,0.3060538310133968,1,0.5085387003051985,1,0.3516958244099809,1,0.765625
39,AxGytIQzV6PrmXeVMA5Dlg,"I have used Isabel's for EVERY special event in my life: graduation, my wedding, baby showers, etc. I have always been happy, hence why I always come back.  Recently I went in to order a cake for a milestone birthday and was taken aback at how different of an experience I had compared to my previous dealings. I asked for a fondant car to be made and the cake artist decided that it would cost an additional $55.00 fee for fondant or $110.00 for a car made of krispies. My mouth about hit the floor! I was ordering a cake for 25 people and the cake was going to cost over $125.00. They kept pushing for me to just have the car printed on the cake, which I asked why wouldn't I just go to a grocery store bakery for that kind of detail? It would save me a lot of money. Make a long story short, I left Isabel's without ordering a cake. I am sad to say that I will not be returning to a place that was a part of many family memories.  As I left I asked if here were new owners and the girl at the counter told me there was.  It was blatantly obvious there. I will be taking my business elsewhere from now on.",1,1,"The review text expresses strong disappointment and frustration with the recent experience at Isabel's, citing a significant change in service and pricing that led to the customer leaving without ordering a cake. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT having the highest confidence, indicating a high degree of model agreement with the negative sentiment in the review text. The customer's statement that they will not be returning to the business further supports the 1-star rating.",consensus,1,0.4142874917408069,1,0.5763149005769703,1,0.4479980553946747,1,0.79296875
40,TOSEXjUVXmnwu7T5JaI9sg,"First I will start with the positive the food was incredible. My husband and I had the corn beef hash and eggs, it was so good. We had our 4 year old so got sidetracked and no pictures takenbut presentation was very nice. The restaurant is set up like a New York dinner as per restaurant name, being from Bew York I appreciated the decor. Now for my negatives, no breakfast kids menu. They do have a lunch/dinner menu for kids. I had to order my child a adult plate which was a waste because she did not finish. The service was good but waitress had so many tables she wasn't efficient. The owner actually yelled at her in the presence of all customers because she hadn't wiped a table that had literally just gotten up because she was seating another couple. I am sorry but she should have politely said to the couple one moment and just wiped it off. Other than that we will definitely go back we did enjoy the food and atmosphere",4,4,"The review text has an overall positive sentiment, with the reviewer praising the food, atmosphere, and decor, and stating that they will definitely go back. Although most models predict a lower rating, BERT's prediction of 4 stars aligns with the reviewer's positive comments, and its confidence is relatively high. The disagreement among models suggests that the review's mixed comments about service and menu options may have led to varying interpretations, but the reviewer's enthusiasm for the food and atmosphere supports a 4-star rating.",override,2,0.3994856310828101,2,0.5487622813584839,2,0.3576756134250879,4,0.484375
41,EXZ3nKxOW3eVuOOjbksvBQ,"I work in the area and NorthBrook  is a can't miss. They have a standard menu and offer a daily special. No matter what my choice for the day was. It was prepared fresh and served with homemade nacho chips. Yummy...On Sunday they offer a wonderful brunch that is a must do. Including breakfast favorites like pancakes, omelettes to order, and fresh meat carvers. If you are in southern Chester County NorthBrook is a must do!",4,5,"The review text expresses a highly positive sentiment towards NorthBrook, with the reviewer using phrases such as 'can't miss', 'yummy', and'must do'. While most models predict a 4-star rating, BERT's prediction of 5 stars with a relatively high confidence aligns with the extremely positive tone of the review, leading to a final rating of 5 stars despite some model disagreement. The reviewer's enthusiasm and praise for the food and service ultimately support the higher rating.",error,4,0.2998782121592332,4,0.4750691541679788,4,0.3102527244347271,5,0.53515625
42,-OFalVfzzWnVOij7gczMSA,"We have been looking for good Mexican food in Edmonton for almost 3 years now. Today we ordered take-out from Huma. Food was there when I came to pick it up, but we needed to reheat it. Very friendly. Very helpful when it came to asking about my wife's MSG allergy. Greatly appreciate that. My wife had Tacos El Pastor and I had fish tacos. Both were good, but not great. Positions were generous. Prices reasonable for Edmonton. We will likely try them again before forming a final opinion.",4,4,"The review text expresses overall satisfaction with the restaurant, highlighting friendly and helpful staff, generous portions, and reasonable prices. Although the models show some disagreement, BERT's high confidence prediction of 4 stars aligns with the reviewer's positive comments, outweighing the lower star predictions from LR, SVM, and NB. The reviewer's statement that they will likely try the restaurant again suggests a positive but not exceptional experience, supporting the final star rating of 4.",override,3,0.2992786151013018,3,0.4309376116237415,2,0.2693140923829475,4,0.7421875
43,oDlGHNb8eelEho_-NRHP-g,"The place itself is huge for dinning! The dart room looked like tons of fun! Even if you just walk around and stare at everything you will feel lit up like a child. 

I went for a show in the downstairs Duck Room, this part is small but all the best venues I have been to are small. It makes you feel right up in the action of it all. I read a few complaints about the size and seating. Although I have no idea why anyone would want to sit when they see a live band, unless you have to, If you MUST sit then get there early! You probably need to buy tickets to shows in advance just because of the limited occupancy too.

The bar has a full bar with liquor, beer, tap and wine. The prices aren't too bad for beer. For a shot of whiskey another friend paid $5 but it looked like the size of about three shots! There were four of us and one of us right after the other said ""That's a shot!?""

I can't give 5 yet because I haven't tried a real meal there. 

My friends and I couldn't stay long after the show and we watched other To-Go orders being dropped off at the end of the bar so I suggested we do the same since it was 15 minutes to midnight (when their kitchen closes). We waited and saw no sign of the food, after 25 minutes a friend went up and asked where we get the food at and he was told to go to the window. After another 10 minutes of waiting we guessed as to where the window was but didn't see the food. A total of 45 minutes pass by and my friend gets a little ballsy and calls through the window a server comes up asks him what he wants, my friend explains his confusion and the server says ""Oh your food has been over here."" Meaning set aside on their side of the window for them to grab but out of our sight on our side. We get it, it's cold but the mozzarella stick I got a bite of was yummy. I don't even like mozzarella sticks but the red sauce smelled that good I had to try it some how without just sticking my finger in it.

I can cut them some slack since we were the jerks ordering food at the last minute for the kitchen but how come the other three people before us were brought their orders and we had to hunt for ours? Like I said I cut them slack, just don't wait too long for your food but don't be rude about it either.

I like a place where the staff seem relaxed and this was one of them. 
We all loved it. I can't wait to go back! Next time I will definitely have to try the food hot and fresh too!",4,4,"Although all models predict a 2-star rating, the review text expresses a largely positive sentiment, with the author praising the venue's atmosphere, bar, and food, and stating that they 'can't wait to go back'. The models' disagreement with the text's sentiment suggests that they may have been overly influenced by the author's criticisms of the service, which are minor and acknowledged by the author as potentially justified.",override,2,0.3942341686131622,2,0.551899232137164,2,0.3640827675039299,2,0.49609375
44,zUQdT8VCQlAJthlNefphBA,"My boyfriend and I came here with another couple for Valentine's Day and we had an absolute blast! Everything about this place is great. The decor, the staff, the atmosphere, just amazing. Evi  and Andrew were our instructors and they were awesome. Evi was so full of energy and Andrew was super helpful with keeping up with supplies. They are both talented painters as well! I can't wait to come back and do another painting! Thanks for a great Valentine's Day!",5,5,"The review text expresses a very positive sentiment, with the author praising various aspects of their experience and expressing eagerness to return. All four models, BERT, LR, SVM, and NB, agree on a 5-star rating, although they vary in confidence, with BERT being the most confident. The unanimous model agreement, combined with the glowing review text, supports the final star rating of 5.",consensus,5,0.513332680955374,5,0.6744729784127345,5,0.353007895349506,5,0.9765625
45,QOQQI1b3BUPUyfSNIbMSbg,"I really enjoy the ability to be able to lift up the middle divider on the lounge seats. This allows me to be able to cuddle up with my date. However when it comes to everything else I prefer Marcus Theaters. Food prices are more expensive at AMC, the seats are not heated, and there is no pull out table with the lounger. These are all amenities included at Marcus Theaters in St. Charles. Also no flavored salts for popcorn?",3,2,"The reviewer mentions a positive aspect of the lounge seats, but expresses disappointment with other amenities compared to Marcus Theaters. While LR and SVM models agree on a 1-star rating, BERT and NB models suggest a 2-star rating, and the reviewer's text sentiment is mixed, indicating a mediocre experience. Overall, the model disagreement and mixed text sentiment lead to a final rating of 2 stars.",error,1,0.2568934543519019,1,0.3720659244048174,2,0.2496359240455613,2,0.59765625
46,EDhGkbpqq3GTm1NSmRsvqw,"I don't think I've ever been to a worse McDonalds! The service is awful, they are super slow, the food is cold, and their ice cream machine is ALWAYS broken!! There's no way it's broken that much. They just don't feel like making it.",1,1,"The review text expresses strong negative sentiment towards the McDonald's location, citing poor service, slow speed, cold food, and a consistently broken ice cream machine. The BERT model is in strong agreement with this assessment, predicting a 1-star rating with high confidence, while the other models predict a 2-star rating but with significantly lower confidence. Overall, the text evidence and BERT's strong prediction lead to a final rating of 1 star.",override,2,0.3033854463720524,2,0.4955189119949792,2,0.2734433482690452,1,0.83203125
47,3VQru79KuYbmbdGkb_F8jA,New menu or different chef? We've come back twice since and the flavors are definitely on now. My go to is the Korean. Beef brisket. Glad we kept going back to try it again.,4,4,"The review text expresses a positive sentiment towards the restaurant, mentioning that the flavors have improved and the reviewer has a go-to dish. While the LR and SVM models agree on a 5-star rating, the BERT and NB models suggest a 4-star rating, and given the reviewer's tone, a 4-star rating seems more fitting. The majority of the model evidence does not strongly support a perfect score, leading to a final rating of 4 stars.",override,5,0.3213867315907123,5,0.5419552874792912,4,0.2502889131378797,4,0.5234375
48,AIMvQH-LB56ZxBpCVLOAtw,Usually very crowded. Good variety of grocery selections. Pricing competitive with local markets. Staff is generally friendly and helpful. Most stuff is easy to find as the store is well laid out. Parking is tight.   One issue is that when you walk into the store there is a fan blowing air into your face just as you enter the interior of the produce section. Kind of a jarring experience from hot to cold in summer and then cold to warm in winter. I refer to it as getting blown (wind blown:)) when you arrive.,3,4,"The review text expresses generally positive sentiments about the store, including its variety of selections, competitive pricing, and friendly staff, despite mentioning some drawbacks such as crowds and a jarring temperature experience upon entry. Most models, including LR, SVM, and NB, agree on a 4-star rating, although with varying confidences, while BERT predicts a 3-star rating with higher confidence, indicating some disagreement among the models. Overall, the positive aspects of the review outweigh the negative ones, supporting a 4-star final rating.",error,4,0.3183170383757554,4,0.4727591103864891,4,0.2728651543331954,3,0.828125
49,9lTGU8NwNEocZSjLCMFukA,"The flavor is great, they are open early, dogs get a biscuit, and the bagel chips are yummy!",4,4,"The review text expresses positive sentiment towards the establishment, highlighting several strengths. While LR and SVM models agree on a 5-star rating, BERT and NB models suggest a 4-star rating, with BERT having a higher confidence, leading to a final rating of 4 stars. The disagreement among models, combined with the text's enthusiastic but not overly effusive tone, supports this decision.",override,5,0.3955315862004681,5,0.5919064783907836,4,0.2706805080819959,4,0.72265625
50,gzI6jDu53WDBfdmmHOPfVg,"Great Poke!  I think they have the best Poke in IV - generous portions and friendly staff!  I usually dont Yelp, but when I do, it's to commend the great job done and not to complain.  Great Job Pokirito!",5,5,"The review text expresses a very positive sentiment towards the restaurant, mentioning generous portions and friendly staff. All four models, BERT, LR, SVM, and NB, agree on a 5-star rating, although their confidence levels vary, with BERT having the highest confidence at 0.6875. The unanimous model agreement, combined with the glowing review, supports a 5-star final rating.",consensus,5,0.3577587816762402,5,0.5694568706892497,5,0.2689187169808885,5,0.6875
51,oWuQwm15TLR790ipTI21cg,"Ordered a one topping pretzel stuffed crust pizza... Got a regular stuff crust, semi cold with very little sauce pizza. Kinda disappointed. And the guy put me down as keke... So they ""didn't have my order"" until I told them what we ordered.",2,2,"The review text expresses disappointment with the order, indicating a negative experience, but the tone is not extremely aggressive, suggesting a mid-low rating. Most models, including BERT, LR, and NB, agree on a 2-star rating, while SVM disagrees with a predicted 1-star rating, but its confidence is relatively low. Overall, the majority model agreement and the moderate negative sentiment in the review text support a final rating of 2 stars.",consensus,2,0.3093532470250598,1,0.4802529019259279,2,0.3303839294412981,2,0.66015625
52,jG5jjjGZEFArwCE2P3M4fw,"This was the first time my husband and I had dinner at LongHorn Steakhouse it was a horrible experience. The waitress was pleasant and ready to serve but the delivery of the ordered food took 1/2 hour to receive and then it was (cold), not tasty and dry (with no flavor) at all and note the Manager was the person who brought the dishes to the table and should have known it was cold because in witnessing the delivery of (food) to other tables the waiters had (towels) holding the (hot) dishes. 

We started to complain but I then thought the dishes would be reheated and which would make the food taste even worse.  

For us coming all the way from Cheltenham, Pa for our Friday (date night) with movie and dinner, this was the worse we had ever experience....so needless to say we will not ever be having dinner at LongHorn Steakhouse again.

Note: We should have known there was problem because there was no waiting for a table upon arrival, which on Route (38) on a Friday evening with ""great weather"" is unheard of.

I hope the LongHorn Steakhouse (Corp) reviews these reviews....Administration is needed to review of restaurants customers service and taste the dished prepared, I know they have recipes perhaps they are not being using.",1,1,"The review text expresses a strongly negative sentiment, describing a horrible experience with cold and tasteless food, which aligns with BERT's prediction of 1 star with high confidence. Although LR, SVM, and NB models disagree with a prediction of 2 stars, the text's emphasis on multiple issues, including poor food quality and slow service, supports the lower rating. Overall, the text's sentiment and BERT's strong confidence outweigh the other models' predictions.",override,2,0.3796349354412216,2,0.4651556327192223,2,0.3538994267968099,1,0.953125
53,WXaYh_dWGqwpi66OqRAQ6Q,"The Raven (this pertains to the bar only)
The good:  The raven is a quaint hotel/restaurant/bar that has been an LGBT/New Hope institution for decades.  The two bar areas are not without their charms.  The front main bar looks like a traditional tavern and the back bar is a piano bar that boasts a very talented pianist.  The crowd at the Raven on a typical Saturday night is a pretty good mix of people of different ages, races and genders (including non-binary) though most patrons are middle aged white guys such as myself.  There is a room that is a dance floor and a back patio area that is used by smokers.

The bad: It is hard to find an ideal, comfortable spot at the Raven.  You can sit comfortably in the Siberia of the booth section, but if you do, you're very much in the hinterlands.  The main bar is long and narrow.  You can sit on one of the overly wide, un-cushioned hard bar stools (if you can get one), or stand against the wall and have every passerby knock into you.  The back piano bar often gets very crowded.  The décor of this room could be considered either ""fun Gothic"" or straight-up cheesy.  The bartenders are generally efficient, but their attitude ranges from neutral to surly.  The on-tap beer selection is four of the worst beers available (the best of which is Yuengling, which means a portion of your bar tab goes to support Donald Trump).  The very worst aspect of The Raven bar is that they serve their draft beer in plastic cups.  Drinking beer from plastic was OK when I was a teenager sneaking drinks at a kegger, but as a paying adult out on a Saturday night, it's just gross.

The bottom line:  If you live in the immediate New Hope area, I can see why this would be your regular night out spot, as there are few, if any, other gay bars near-by.  I could also recommend the Raven as a cool place to visit just to see what it is all about.  Personally, given my geographic location, I'd rather drive the 45 minutes to Philadelphia, and pay for parking, than to travel the half-hour to New Hope for this mediocre bar.",2,2,"The review text expresses mixed sentiments about the bar, highlighting both its unique charm and numerous drawbacks, including uncomfortable seating and poor beer selection. The majority of the model predictions, including BERT and NB, agree on a 2-star rating, while LR and SVM suggest a 3-star rating, but with lower confidence. Overall, the model evidence and text sentiment suggest a 2-star rating is the most appropriate.",override,3,0.2942298727662005,3,0.3724898910058761,2,0.2921911968914252,2,0.74609375
54,vOS5VhfhDEg1Mqg4eM7osg,"We've heard from a few people that around this area that this place was good.  Since we happened to be in the small town of Souderton we decided to stop in for lunch.  We made a reservation (through Resy), since I hate waiting.  Surprisingly the spots filled pretty quickly, from when my wife checked them to a half an hour later they were nearly booked a few hours out.  That's good for them!

I was surprised to see a smoker in the back of the restaurant with someone putting full racks of ribs on it.  It's definitely a legit smoker, they have the wood stacked nearby and the ribs from where I was standing looked to be St. Louis style ribs.  

The restaurant is nice inside.  It's clean, well laid out and has a good atmosphere.  We got a table on the patio which is fully enclosed and heated.  Due to covid, there were a lot of tables they weren't able to use, so we couldn't grab a seat by the bar (which I prefer).  

The staff were all very friendly and did a great job.  They definitely work as a team which makes our experience better.  

I grabbed a Yards in a can, but they do have a pretty impressive drink list.  This location is part of Boardroom Spirits so all of the alcohol was from BR.  

We came for the pizza, but their menu was more than just that.  I'm not quite sure how to categorize it...it's not a pizza place, it's not a bbq place, it's not a burger place or a salad place; but they offer all of that.

We ordered the Pulled Pork Nachos and the Detroit Style Pepperoni pizza.  The nachos were okay, they honestly would've been better without the pork.  The pork wasn't bad, it just didn't have flavor.  If something is called ""smoked"", I want to taste smoke and with their offset smoker setup they can definitely bring some flavor.  The cheese on the nachos was good as was the seasoning they put on their chips.  The toppings aside from the pork were good too.  I probably wouldn't order again if I returned.  

The pizza came out and looked great.  I have high expectations for what people call Detroit style...I'm from Detroit and have been eating this stuff before the ""foodie"" community was even born.  It looked good upon arrival, the cheese was crusted around the edge, the pepperoni had crisped up, the sauce was on top and there was grated parmesan (although more than I would usually expect.  And finally, there was a chiffonade of basil...something I wasn't excited about as I find it can be pretty over powering and if bruised during prep it's way too over powering. 

Took a bite and I was intrigued, the dough was crips along the outside but pillowy soft in the crumb.  The sauce was perfect, a little sweet but not much and it was room temp, not cold, not hot...perfect!  But then the basil, it was delicate, not over powering as I expected and the flavor of it is exactly what a pizza like this needs to cut through the richness of it.  

The pizza is small, only four pieces so if you're hungry or feeding a group get a few.  It's $14 which when you think about it, if you split it, you spent $7 on a very good lunch.  Plus the smaller size means there's less to take home.  

Overall I would definitely return to Northbound.  I want to try some of their cocktails, I want to try some of the other pizzas and some of their ribs.  I'm hoping the nachos were a one off.  But even if everything else on the menu was as underwhelming as the nachos...the pizza makes it worth the visit.",4,4,"The review text expresses overall satisfaction with the restaurant, highlighting the friendly staff, nice atmosphere, and delicious Detroit Style Pepperoni pizza. Although the models are not in complete agreement, BERT's prediction of 4 stars with a relatively high confidence is supported by the reviewer's positive comments and intention to return, outweighing the disagreement from the other models which predicted 3 stars.",override,3,0.4161229585917952,3,0.470730197846946,3,0.3573295107726599,4,0.6640625
55,7_YYheO5GSn7TVgz2uhXOQ,Been a customer of AT&T for years. Customer service over the phone is ALWAYS excellent. Staff at this store could take some pointers from them. I got the feeling my business wasn't welcomed with the sales guy tapping his fingers on the table and looking around the store as if there was something better he would rather be doing. Received better service driving all the way to Murfreesboro.,2,2,"The review text expresses mixed sentiment, praising AT&T's customer service over the phone while criticizing the in-store experience, which suggests a mid-range rating. The models show some disagreement, with BERT predicting 2 stars and the other models predicting 1 star, but BERT's prediction is more in line with the nuanced tone of the review. Overall, the final star rating of 2 reflects the reviewer's generally positive relationship with AT&T, despite the disappointing in-store experience.",override,1,0.3422423883335229,1,0.6762575537803469,1,0.3948069938577854,2,0.5078125
56,Hfho4T3VnO2LQx4vIo3xUQ,"Not that kid friendly. We went on a Thursday morning and were one of two sitting patrons. It can be quite difficult to eat with a one year old and we are aware of how annoying it can be to everyone around us and the business. Sometimes that involves walking the baby around to keep her occupied so she doesn't scream or make a mess. This time, our daughter picked up a bag of cookies and dropped them. We were planning on buying the cookies when the young bearded man behind the counter asked us to not drop the cookies which is totally fair.  We apologized and as he turned away he said sarcastically 'they are cookies, they will break'.  This totally ruined the experience. The rest of the staff were very nice including the young woman who brought us our food. The food and sandwiches were actually good so not a bad grab and go breakfast place. Needless to say, we paid for our cookies but won't be going back.",2,2,"The majority of the models, including BERT, LR, and SVM, agree on a 2-star rating, indicating a generally negative experience. Although the food was good, the reviewer's experience was ruined by the sarcastic comment from one of the staff members, which aligns with the models' predictions. The NB model's prediction of 1 star is an outlier, but the overall sentiment of the review supports a 2-star rating.",consensus,2,0.3066983759051276,2,0.4273418533395888,1,0.3032410211227793,2,0.78515625
57,_YwsW66SqMa3p_wyTltbow,"The best workout I have ever gotten from yoga classes. This is not your typical vinyasa flow!! The rooms are heated (but not too hot) and the classes offer anaerobic and aerobic options. The instructors are fun, energetic, and experienced. It's easy to tell that they enjoy teaching the students. I definitely recommend Core Power Yoga for those experienced in yoga and looking for a hard workout.",5,5,"The review text expresses extremely positive sentiment towards the yoga classes, highlighting the unique and challenging workout experience, energetic instructors, and overall excellence. The majority of the models, including BERT and SVM, agree on a 5-star rating, with BERT showing high confidence, while LR and NB suggest a 4-star rating but with relatively low confidence. Overall, the strong text sentiment and model agreement from BERT and SVM support a 5-star final rating.",override,4,0.2637403207423914,5,0.370007349737181,4,0.2623579162522694,5,0.953125
58,1Sl-GcZGwYw_Qrqp7NiyHw,"I love Chipotle very good Tex mex cuisine. 

It is a very clean establishment. 

Food here is very tasty and staff are friendly! 

Unfortunately options are very limited- I dont even think they have queso. 

Chicken and steak are my favorite meats here!

Quick and easy food that is relatively healthy and not for a really good price. I always love going to chipotle. Excellent tex mex.

 I always get the burrito bowl and never have I been disappointed. 

#win",4,5,"The review text expresses overwhelmingly positive sentiment towards Chipotle, citing its cleanliness, tasty food, and friendly staff. While there is some model disagreement, with BERT and SVM predicting 5 stars and LR and NB predicting 4 stars, the majority of the models and the text itself suggest a perfect score. The reviewer's enthusiasm and consistent satisfaction with their experiences at Chipotle support the higher rating.",error,4,0.3538419602218516,5,0.4846403489105901,4,0.3304455288022582,5,0.58203125
59,bVW47AO5_tpXI1eVKnu01Q,"We arrived @11:30 surprisingly not busy at all!! My daughter decided on this location to celebrate her birthday!!! We all get bowls, we all felt extremely rushed!! I had a chicken bowl.. which consisted of a half a spoon of rice if that, half of beans and maybe a half of chicken.. asked for little sour cream and guacamole and my bowl wasn't even full.. staff didn't seemed phased at all about my disappointment ...and for the 3 of us who all got bowls  1 bag of chips and drinks it was $40 !! We used to come here because it was affordable and we would get full!! Now you don't even fill the bowls!! You have disappointed me and my family too many times now!! I will not return!!! You need some work!!!",1,1,"The review text expresses strong disappointment and frustration with the restaurant, citing rushed service, small portions, and high prices. The BERT model agrees with this sentiment, predicting a 1-star rating with a relatively high confidence, while the other models predict 2 stars but with lower confidences, indicating some disagreement among the models. Overall, the text sentiment and BERT's prediction take precedence, leading to a final rating of 1 star.",override,2,0.3437016293074642,2,0.4974123483844006,2,0.3376356349357474,1,0.67578125
60,52Upa3roVEH9yRkzqZrpLQ,"Talk about terrible service experience... employees do not even greet you when you walk in or offer assistance. I even had a Louis bag on my arm... guess I didn't look like a dedicated customer or anything!! 3 out of the 4 employees on the floor neglected to not only speak to me but even look at me! Intended to go in to purchase multiple items but left with zero due to the terrible service experience I received. Louis has turned me from a life time customer to someone who will never go back! Louis has been on the decline for a while, this was my final reason to get out and switch to other companies who are helpful and stand behind their products!",1,1,"The review text expresses a strongly negative sentiment towards the service experience, with the customer feeling neglected and disrespected. All four models, BERT, LR, SVM, and NB, agree on a 1-star rating, with BERT showing the highest confidence, indicating a high degree of certainty in the prediction. The unanimous model agreement supports the final star rating of 1, reflecting the customer's extremely poor experience.",consensus,1,0.556132112840007,1,0.7254173788547277,1,0.5310716471228554,1,0.98046875
61,dZEyiizOaMbJ1Nyu08A85w,"[I'm giving an extra 1/2 star to compensate just in case my expectations were unrealistic]

I was really hoping for more, the music was way too loud (Music Bingo night), the high booths in the bar area were odd and uncomfortable, service was a bit slow and we were not wow-ed by our food. A quieter large room with standard tables and chairs was blocked off but I guess they are still working out the kinks, having just opened. 

They are clearly attempting to cater to the college but students under 21 will not be admitted after 9:00 pm without a ""guardian"".  We will likely have to go somewhere else for our college club after hour outings. 

On the upside, Landmark in Ewing offers the newest and maybe the best sports bar and restaurant, in an area void of sports bar restaurants.  They have plenty of TVs and viewing from just about any seat. The manager, our waitress and ID/security check person were all very pleasant and professional. 

My extra 2cents: Replace your cheep Applebee's style chicken fingers with something more like at Houlihan's and I give you another 1.5 stars!!.",3,3,"The review text expresses mixed sentiment, with both positive and negative comments about the establishment, but overall leans towards a mediocre experience. Most models, including LR, SVM, and NB, agree on a 3-star rating, while BERT predicts a slightly lower rating, but its confidence is not significantly higher than the others. The reviewer's willingness to give the establishment another chance and offer constructive feedback also suggests a mid-range rating is appropriate.",consensus,3,0.3340701224440653,3,0.5236368142149552,3,0.2877575441114162,2,0.58984375
